date,description,amount,category
2026-01-02,MORTGAGE,-1208.87,Rent
2025-02-09,TARGET,-16.47,Shopping
2025-06-03,DUKE ENERGY,-109.54,Utilities
2025-09-18,NIKE store #850,-149.99,Shopping
2025-12-16,POS PURCHASE BURGER KING,-9.43,Dining
2025-09-01,DIVIDEND,3423.34,Income
2025-08-10,APPLE store #882,-38.44,Shopping
2025-08-21,DUKE ENERGY,-31.41,Utilities
2025-11-17,HULU store #840,-197.96,Entertainment
2025-09-20,STARBUCKS,-37.86,Dining
2025-11-19,WATER DEPT,-178.26,Utilities
2025-04-28,CITY ELECTRIC,-96.1,Utilities
2025-09-06,SHELL,-165.38,Transport
2025-05-22,REFUND store #449,2826.95,Income
2025-04-01,NINTENDO,-6.33,Entertainment
2025-06-15,PUBLIX store #398,-124.68,Groceries
2025-12-16,BEST BUY,-66.78,Shopping
2025-10-29,WEGMANS,-197.55,Groceries
2025-08-09,CITY ELECTRIC,-106.05,Utilities
2026-02-08,SAFEWAY store #768,-74.76,Groceries
2025-03-02,PAYROLL store #969,2244.57,Income
2025-11-07,CHEVRON,-85.21,Transport
2025-12-28,QUEST DIAGNOSTICS,-19.17,Health
2025-11-23,CHIPOTLE,-88.51,Dining
2025-09-30,BURGER KING,-138.65,Dining
2025-10-20,NETFLIX,-45.64,Entertainment
2025-11-03,VERIZON,-11.58,Utilities
2025-10-20,BP store #654,-195.71,Transport
2025-10-19,POS PURCHASE PAYROLL,4435.59,Income
2025-11-03,POS PURCHASE MTA,-91.22,Transport
2025-03-20,TARGET,-57.08,Shopping
2025-09-29,NIKE store #727,-117.99,Shopping
2025-08-02,WALGREENS,-141.32,Health
2025-12-31,DUKE ENERGY,-150.63,Utilities
2025-09-19,MORTGAGE,-1281.02,Rent
2025-12-16,AMTRAK,-83.2,Transport
2026-02-04,DIVIDEND,4628.65,Income
2025-05-14,DOMINOS store #823,-156.89,Dining
2025-07-15,DOORDASH,-134.42,Dining
2025-12-15,DUKE ENERGY store #152,-10.77,Utilities
2025-07-05,PLAYSTATION,-152.7,Entertainment
2025-06-28,CINEMA,-112.88,Entertainment
2025-02-27,LEASING OFFICE,-1192.61,Rent
2025-12-31,POS PURCHASE AMAZON,-165.93,Shopping
2025-12-16,CHIPOTLE,-25.75,Dining
2026-01-16,COMCAST store #605,-134.65,Utilities
2025-05-06,SUBWAY,-38.97,Dining
2025-12-09,DIRECT DEPOSIT,3827.15,Income
2025-02-11,MCDONALDS,-30.38,Dining
2025-12-27,CHIPOTLE,-167.19,Dining
2025-09-28,POS PURCHASE LEASING OFFICE store #105,-1097.43,Rent
2025-09-20,HOSPITAL,-169.21,Health
2026-01-29,TACO BELL store #770,-94.05,Dining
2025-02-26,POS PURCHASE WATER DEPT,-187.76,Utilities
2025-05-29,UNIQLO store #666,-95.62,Shopping
2025-10-29,NINTENDO,-63.94,Entertainment
2025-12-01,WEGMANS,-68.25,Groceries
2025-02-26,DISNEY+,-118.86,Entertainment
2025-04-07,DUNKIN,-78.4,Dining
2025-07-06,APPLE store #179,-172.78,Shopping
2025-06-08,HOSPITAL,-76.2,Health
2025-11-26,AT&T,-152.23,Utilities
2025-02-25,AMTRAK,-103.64,Transport
2025-12-07,TACO BELL store #820,-194.86,Dining
2025-12-04,SUBWAY store #357,-163.42,Dining
2025-08-16,KROGER,-110.26,Groceries
2026-01-19,VERIZON,-195.28,Utilities
2025-07-31,APARTMENT RENT,-1075.77,Rent
2026-01-13,WEGMANS,-115.75,Groceries
2025-04-01,DOORDASH store #983,-84.7,Dining
2025-09-16,SUBWAY store #261,-158.37,Dining
2025-09-25,PUBLIX,-147.47,Groceries
2025-07-03,TARGET store #738,-149.81,Shopping
2025-11-18,POS PURCHASE SOUTHWEST,-164.59,Transport
2025-12-29,POS PURCHASE UBER EATS,-92.84,Dining
2026-02-03,SPOTIFY,-57.84,Entertainment
2025-02-17,TACO BELL store #701,-60.79,Dining
2025-08-28,SALARY,2207.8,Income
2025-09-22,WATER DEPT,-144.44,Utilities
2025-12-28,HOSPITAL,-24.1,Health
2025-10-13,DISNEY+,-125.85,Entertainment
2025-05-27,LEASING OFFICE,-1964.45,Rent
2025-07-24,SALARY,4154.11,Income
2025-12-24,DUNKIN,-54.72,Dining
2025-12-08,LYFT store #627,-58.94,Transport
2025-12-27,KROGER store #137,-103.1,Groceries
2025-08-12,DELTA store #997,-42.78,Transport
2025-10-11,ZARA,-19.17,Shopping
2025-03-02,AT&T,-165.78,Utilities
2025-02-25,AMAZON store #948,-53.44,Shopping
2025-11-14,HOSPITAL,-83.05,Health
2025-02-25,MTA,-101.1,Transport
2025-11-16,CHIPOTLE,-192.91,Dining
2025-06-20,UBER,-114.15,Transport
2025-08-09,POS PURCHASE AMAZON store #403,-129.25,Shopping
2025-10-25,AT&T,-96.18,Utilities
2025-03-29,CINEMA store #585,-93.5,Entertainment
2025-04-27,LYFT,-94.23,Transport
2025-02-27,POS PURCHASE DENTIST store #835,-160.54,Health
2025-12-17,TARGET,-125.51,Shopping
2025-10-14,DIRECT DEPOSIT store #771,2567.37,Income
2025-05-19,HULU,-15.8,Entertainment
2025-11-19,POS PURCHASE STARBUCKS,-102.04,Dining
2025-12-22,COMCAST,-84.37,Utilities
2025-04-13,TRADER JOE'S store #888,-152.29,Groceries
2025-06-10,WHOLE FOODS,-142.95,Groceries
2025-06-26,CHEVRON,-145.01,Transport
2026-01-21,DOCTOR store #184,-94.7,Health
2025-06-30,POS PURCHASE COMCAST store #480,-66.09,Utilities
2025-12-05,POS PURCHASE BP,-155.87,Transport
2025-07-05,AT&T,-20.21,Utilities
2025-03-11,LEASING OFFICE,-1948.41,Rent
2025-02-15,CITY ELECTRIC,-26.28,Utilities
2025-05-23,H&M store #860,-90.48,Shopping
2025-08-23,SALARY,4423.9,Income
2025-12-08,MORTGAGE,-1884.12,Rent
2025-06-04,REFUND,4421.85,Income
2025-12-02,SOUTHWEST store #828,-177.4,Transport
2025-05-18,POS PURCHASE STARBUCKS,-101.44,Dining
2025-06-02,TRADER JOE'S,-59.08,Groceries
2025-12-08,DOMINOS,-183.38,Dining
2025-04-30,LEASING OFFICE,-1284.33,Rent
2025-09-17,DUNKIN,-36.96,Dining
2025-07-13,DOCTOR store #119,-177.56,Health
2025-06-18,POS PURCHASE DUKE ENERGY store #436,-191.13,Utilities
2025-11-08,WALMART,-152.98,Groceries
2025-05-02,CITY ELECTRIC,-141.52,Utilities
2025-03-08,UBER EATS,-155.03,Dining
2025-02-25,MORTGAGE store #700,-1501.8,Rent
2026-01-07,ZARA,-92.86,Shopping
2026-01-29,TRADER JOE'S,-169.7,Groceries
2025-07-12,TACO BELL store #925,-165.23,Dining
2025-08-13,APARTMENT RENT,-1144.93,Rent
2025-02-21,MTA,-92.21,Transport
2026-02-08,AT&T store #577,-193.15,Utilities
2025-10-12,WATER DEPT store #181,-28.17,Utilities
2025-09-25,BP,-118.44,Transport
2025-04-14,POS PURCHASE WALGREENS store #951,-39.68,Health
2025-12-24,APARTMENT RENT,-1338.43,Rent
2025-08-31,POS PURCHASE DUKE ENERGY,-182.76,Utilities
2025-08-24,DIVIDEND,3461.99,Income
2025-05-04,QUEST DIAGNOSTICS,-64.75,Health
2025-05-07,WEGMANS store #443,-193.97,Groceries
2025-10-29,BURGER KING,-102.38,Dining
2025-06-02,ZARA store #972,-139.53,Shopping
2025-09-03,UNIQLO,-57.48,Shopping
2025-03-31,KROGER,-30.97,Groceries
2025-03-16,MORTGAGE,-1263.66,Rent
2025-06-08,DIRECT DEPOSIT,3321.57,Income
2025-11-21,LEASING OFFICE store #570,-1963.92,Rent
2025-02-21,VERIZON,-22.63,Utilities
2025-11-01,ALDI,-47.81,Groceries
2025-12-01,CVS,-25.49,Health
2025-08-21,POS PURCHASE DOORDASH,-104.2,Dining
2025-04-03,LEASING OFFICE,-1739.21,Rent
2025-04-29,ZARA,-128.62,Shopping
2026-01-15,HULU,-50.68,Entertainment
2025-09-11,WEGMANS,-141.04,Groceries
2025-07-08,DELTA,-46.88,Transport
2025-06-27,KROGER,-40.68,Groceries
2025-07-28,ALDI,-52.6,Groceries
2025-04-08,APARTMENT RENT,-1745.0,Rent
2025-09-11,POS PURCHASE STEAM,-9.56,Entertainment
2025-04-14,POS PURCHASE REFUND,2863.19,Income
2025-07-23,CITY ELECTRIC,-154.59,Utilities
2026-01-13,LYFT store #351,-89.9,Transport
2025-05-29,DUKE ENERGY store #704,-123.7,Utilities
2025-08-05,WEGMANS,-144.99,Groceries
2025-03-03,LEASING OFFICE,-1899.23,Rent
2025-05-25,POS PURCHASE LEASING OFFICE,-1175.59,Rent
2026-01-05,BP,-25.23,Transport
2025-05-14,DOORDASH,-112.1,Dining
2025-04-02,DIRECT DEPOSIT,4232.43,Income
2026-01-30,CHIPOTLE,-181.76,Dining
2025-09-26,DUNKIN,-12.83,Dining
2025-09-29,PLAYSTATION,-56.56,Entertainment
2025-08-05,SHELL,-133.15,Transport
2025-03-20,CHIPOTLE store #822,-76.56,Dining
2025-08-08,DISNEY+ store #459,-190.79,Entertainment
2025-04-20,POS PURCHASE LEASING OFFICE,-1893.04,Rent
2025-09-20,DOORDASH store #558,-190.13,Dining
2025-07-04,LEASING OFFICE store #256,-1139.42,Rent
2025-02-13,SALARY,3173.53,Income
2025-11-04,COMCAST store #393,-196.7,Utilities
2025-03-22,POS PURCHASE SPOTIFY store #707,-177.27,Entertainment
2025-04-12,POS PURCHASE APPLE store #765,-74.91,Shopping
2025-10-07,CINEMA,-198.32,Entertainment
2025-05-03,CVS,-107.67,Health
2025-07-09,TACO BELL store #864,-112.19,Dining
2025-09-14,REFUND,2369.58,Income
2025-10-13,POS PURCHASE WEGMANS store #791,-16.03,Groceries
2025-07-21,POS PURCHASE BP,-108.84,Transport
2026-01-03,SALARY,4751.45,Income
2025-07-27,NETFLIX,-33.21,Entertainment
2025-05-27,APARTMENT RENT,-1556.99,Rent
2025-04-05,WATER DEPT,-65.82,Utilities
2025-09-13,HOSPITAL,-170.12,Health
2025-03-15,SOUTHWEST,-132.12,Transport
2025-02-25,STEAM store #471,-150.75,Entertainment
2025-08-04,DELTA store #608,-48.07,Transport
2025-06-27,WEGMANS,-185.27,Groceries
2025-10-25,KROGER,-94.85,Groceries
2025-07-04,WALGREENS,-35.88,Health
2025-03-29,DUNKIN,-43.38,Dining
2025-11-16,POS PURCHASE NIKE store #232,-87.79,Shopping
2026-01-15,HOSPITAL store #623,-189.6,Health
2025-11-27,SPOTIFY,-159.24,Entertainment
2026-02-03,AMAZON,-179.15,Shopping
2025-02-17,MTA,-128.51,Transport
2025-05-03,APARTMENT RENT,-1128.84,Rent
2025-11-23,WATER DEPT,-197.27,Utilities
2025-05-25,SALARY store #184,4430.9,Income
2025-03-20,KROGER,-39.63,Groceries
2025-06-14,DIVIDEND store #523,2567.67,Income
2025-06-04,MTA,-194.7,Transport
2025-05-27,POS PURCHASE DISNEY+,-8.19,Entertainment
2025-09-14,KROGER store #284,-100.14,Groceries
2025-05-16,REFUND,2705.09,Income
2025-06-04,AMAZON,-152.71,Shopping
2025-06-19,WALGREENS,-43.02,Health
2025-06-01,POS PURCHASE DENTIST,-75.5,Health
2025-11-29,VERIZON,-101.06,Utilities
2025-02-09,BEST BUY,-188.23,Shopping
2025-07-06,NETFLIX,-170.83,Entertainment
2025-05-19,NIKE,-138.13,Shopping
2025-08-14,POS PURCHASE PAYROLL,2200.06,Income
2025-10-24,SUBWAY,-127.67,Dining
2025-06-14,SOUTHWEST store #297,-69.34,Transport
2025-03-02,TACO BELL,-140.41,Dining
2025-07-02,APPLE store #142,-32.86,Shopping
2026-01-05,UNIQLO,-155.6,Shopping
2025-11-25,PAYROLL,2826.41,Income
2025-12-05,BP,-66.16,Transport
2025-03-06,EXXON,-34.62,Transport
2026-02-01,PUBLIX store #394,-144.43,Groceries
2025-11-29,BURGER KING store #394,-96.3,Dining
2025-03-11,CVS,-116.16,Health
2025-04-27,POS PURCHASE SUBWAY,-180.35,Dining
2025-10-10,POS PURCHASE WATER DEPT,-115.26,Utilities
2026-01-10,DOCTOR,-166.47,Health
2025-05-09,DOORDASH,-16.63,Dining
2025-07-26,NINTENDO store #142,-121.67,Entertainment
2025-06-30,CINEMA,-84.18,Entertainment
2025-03-17,H&M store #288,-190.56,Shopping
2025-08-26,ALDI,-19.11,Groceries
2025-10-22,DOORDASH,-151.99,Dining
2025-03-07,KROGER,-193.94,Groceries
2025-08-21,ZARA store #500,-26.45,Shopping
2025-07-17,STEAM,-155.28,Entertainment
2025-04-29,UBER EATS,-156.67,Dining
2025-09-08,APARTMENT RENT store #263,-1615.78,Rent
2025-11-07,NINTENDO store #620,-174.96,Entertainment
2025-12-04,HULU,-157.64,Entertainment
2025-12-19,PAYROLL,3855.65,Income
2025-10-20,REFUND store #822,2193.71,Income
2025-04-19,MORTGAGE,-1264.7,Rent
2025-12-01,WALGREENS,-116.42,Health
2025-11-12,BURGER KING,-173.85,Dining
2025-10-11,COMCAST store #239,-38.46,Utilities
2025-09-18,TARGET store #444,-68.56,Shopping
2026-01-10,BEST BUY,-190.61,Shopping
2025-03-29,TARGET store #869,-191.62,Shopping
2025-03-17,NETFLIX,-76.1,Entertainment
2025-08-09,WALGREENS,-85.07,Health
2025-03-13,DOCTOR store #602,-151.78,Health
2025-08-24,COMCAST,-105.83,Utilities
2026-01-11,WATER DEPT,-76.41,Utilities
2025-09-27,CINEMA,-108.22,Entertainment
2025-07-01,POS PURCHASE PAYROLL store #883,4396.63,Income
2025-12-29,CVS store #850,-108.71,Health
2025-11-06,STEAM,-131.94,Entertainment
2025-09-17,CINEMA,-163.33,Entertainment
2025-07-25,BURGER KING,-38.11,Dining
2025-07-14,DOCTOR store #473,-119.14,Health
2025-09-07,CITY ELECTRIC store #762,-76.96,Utilities
2025-06-21,DUNKIN,-123.44,Dining
2025-06-18,MORTGAGE store #738,-1827.64,Rent
2025-07-29,APARTMENT RENT,-1934.63,Rent
2025-03-23,NINTENDO,-120.29,Entertainment
2025-10-03,QUEST DIAGNOSTICS store #543,-134.28,Health
2025-08-06,DUKE ENERGY,-35.5,Utilities
2025-09-07,REFUND,2282.82,Income
2025-03-21,LEASING OFFICE,-1770.36,Rent
2025-07-11,POS PURCHASE CVS store #901,-45.34,Health
2025-08-05,AT&T,-49.15,Utilities
2025-09-13,STEAM,-54.63,Entertainment
2025-09-01,APARTMENT RENT,-1011.51,Rent
2025-03-13,POS PURCHASE MTA store #714,-32.61,Transport
2025-02-19,KROGER,-94.32,Groceries
2025-11-02,MORTGAGE,-1699.53,Rent
2025-04-16,UNIQLO,-21.61,Shopping
2025-04-01,DIVIDEND store #299,4534.06,Income
2025-08-20,ZARA store #505,-15.95,Shopping
2025-06-15,WALGREENS,-20.47,Health
2025-12-21,PAYROLL,2921.99,Income
2025-10-04,DIRECT DEPOSIT,2147.61,Income
2025-11-28,BEST BUY store #777,-123.51,Shopping
2025-07-10,CITY ELECTRIC,-175.2,Utilities
2025-07-25,LEASING OFFICE store #148,-1077.14,Rent
2025-03-21,APARTMENT RENT store #869,-1254.73,Rent
2025-02-19,HULU,-191.36,Entertainment
2026-01-02,UBER store #191,-171.65,Transport
2025-03-29,DUKE ENERGY store #502,-63.23,Utilities
2025-10-05,DIVIDEND store #995,3195.2,Income
2025-08-25,TARGET,-153.15,Shopping
2025-07-20,LEASING OFFICE store #108,-1023.69,Rent
2025-11-30,VERIZON,-171.58,Utilities
2025-09-06,VERIZON,-193.0,Utilities
2025-07-06,UNIQLO,-125.53,Shopping
2025-06-01,LEASING OFFICE store #165,-1821.07,Rent
2025-08-16,BP,-75.3,Transport
2025-04-25,H&M,-199.89,Shopping
2026-01-26,STARBUCKS,-92.08,Dining
2025-04-14,MORTGAGE,-1085.81,Rent
2025-03-07,POS PURCHASE HOSPITAL store #603,-73.59,Health
2025-09-19,HULU store #630,-98.15,Entertainment
2025-10-29,QUEST DIAGNOSTICS,-63.58,Health
2025-02-11,DIVIDEND store #382,4743.79,Income
2025-08-15,WALGREENS,-34.48,Health
2025-03-30,AT&T,-179.9,Utilities
2025-06-03,DOCTOR store #273,-46.6,Health
2025-12-15,LEASING OFFICE store #880,-1545.03,Rent
2025-05-23,STARBUCKS,-77.92,Dining
2025-09-03,DOCTOR,-62.22,Health
2025-04-19,DOORDASH,-83.59,Dining
2026-01-07,REFUND,4840.08,Income
2025-05-11,NINTENDO,-145.24,Entertainment
2025-07-08,AMTRAK,-146.05,Transport
2025-12-08,MCDONALDS store #617,-141.1,Dining
2025-04-20,QUEST DIAGNOSTICS,-27.23,Health
2025-05-12,MORTGAGE,-1497.89,Rent
2025-07-20,H&M,-142.16,Shopping
2025-07-07,APARTMENT RENT,-1013.98,Rent
2025-05-05,WALGREENS store #522,-114.56,Health
2025-06-04,POS PURCHASE KROGER store #721,-162.47,Groceries
2025-03-30,DUNKIN store #643,-175.56,Dining
2025-04-22,TACO BELL,-37.77,Dining
2025-09-02,ALDI store #291,-6.1,Groceries
2025-10-15,EXXON,-95.96,Transport
2025-03-17,PUBLIX,-37.04,Groceries
2025-10-05,TARGET,-117.43,Shopping
2025-05-28,UBER store #161,-116.7,Transport
2025-09-01,NIKE store #480,-121.48,Shopping
2025-09-17,PLAYSTATION,-136.56,Entertainment
2025-02-10,MORTGAGE,-1707.78,Rent
2025-03-18,REFUND store #978,4957.1,Income
2025-06-26,WHOLE FOODS,-8.1,Groceries
2025-09-14,POS PURCHASE TARGET,-63.65,Shopping
2026-01-31,SPOTIFY,-187.31,Entertainment
2025-06-12,REFUND,3962.83,Income
2025-03-08,EXXON,-165.64,Transport
2025-03-07,STEAM,-15.03,Entertainment
2025-06-11,QUEST DIAGNOSTICS,-31.49,Health
2026-02-04,LYFT store #326,-198.95,Transport
2026-02-09,APARTMENT RENT,-1637.98,Rent
2025-02-17,BP,-64.08,Transport
2026-01-30,HOSPITAL,-104.31,Health
2025-02-27,SALARY,3506.11,Income
2026-01-05,DIVIDEND,2654.95,Income
2025-09-13,PUBLIX,-72.2,Groceries
2026-01-29,SHELL store #854,-28.85,Transport
2025-07-26,TARGET store #566,-147.32,Shopping
2025-07-16,CVS,-6.75,Health
2025-04-18,NIKE,-122.39,Shopping
2025-07-18,HULU,-19.24,Entertainment
2025-06-11,APARTMENT RENT,-1918.32,Rent
2025-11-21,WALMART,-101.03,Groceries
2025-06-17,NINTENDO,-165.91,Entertainment
2025-07-08,APARTMENT RENT,-1425.31,Rent
2025-10-21,STEAM store #671,-11.91,Entertainment
2025-05-30,COMCAST store #658,-83.48,Utilities
2026-01-20,WATER DEPT,-165.47,Utilities
2025-10-27,COMCAST store #640,-193.06,Utilities
2025-09-01,SALARY store #171,2876.45,Income
2025-12-12,DIVIDEND,4389.57,Income
2025-08-17,BEST BUY,-12.6,Shopping
2026-01-05,H&M store #716,-184.32,Shopping
2025-06-21,SPOTIFY,-42.11,Entertainment
2025-12-26,WALMART,-153.3,Groceries
2025-02-17,HOSPITAL,-133.06,Health
2026-01-06,MORTGAGE store #182,-1619.45,Rent
2025-09-15,SUBWAY,-41.06,Dining
2025-11-16,LYFT,-191.19,Transport
2025-03-11,STEAM,-129.61,Entertainment
2025-06-22,BEST BUY,-146.87,Shopping
2025-08-03,DIVIDEND,4364.29,Income
2025-11-02,DISNEY+ store #424,-39.85,Entertainment
2025-05-10,WEGMANS,-40.63,Groceries
2025-11-19,POS PURCHASE BEST BUY store #968,-148.34,Shopping
2025-09-04,HULU store #775,-145.54,Entertainment
2025-06-15,DIVIDEND,3997.58,Income
2025-07-19,MCDONALDS,-162.52,Dining
2025-07-26,DELTA,-78.52,Transport
2025-07-12,DUKE ENERGY store #374,-95.76,Utilities
2025-10-18,BP,-10.58,Transport
2026-01-11,SOUTHWEST,-111.97,Transport
2025-05-26,STEAM,-166.79,Entertainment
2025-04-01,AT&T,-31.89,Utilities
2025-04-25,AMTRAK store #938,-90.4,Transport
2025-05-16,PAYROLL,2971.69,Income
2025-05-19,LEASING OFFICE,-1943.5,Rent
2025-12-02,SUBWAY,-61.16,Dining
2025-06-09,NIKE,-46.34,Shopping
2025-11-07,UNIQLO store #552,-186.88,Shopping
2025-07-12,PAYROLL,4254.79,Income
2025-09-07,ZARA,-172.34,Shopping
2025-11-29,LEASING OFFICE,-1452.85,Rent
2025-11-27,REFUND,4123.56,Income
2025-04-03,BURGER KING,-38.48,Dining
2025-12-01,SAFEWAY,-68.76,Groceries
2026-01-12,HULU,-25.99,Entertainment
2025-10-17,DIVIDEND,4803.67,Income
2025-11-09,WHOLE FOODS,-159.91,Groceries
2025-02-26,DIVIDEND,3227.48,Income
2025-06-07,WATER DEPT,-122.08,Utilities
2025-10-09,PAYROLL,3808.02,Income
2025-08-29,DOCTOR store #823,-114.9,Health
2025-12-27,BEST BUY,-63.86,Shopping
2025-09-06,POS PURCHASE AT&T store #414,-143.51,Utilities
2025-08-15,CINEMA,-128.77,Entertainment
2025-08-31,POS PURCHASE STEAM store #897,-128.28,Entertainment
2026-01-29,APARTMENT RENT store #528,-1817.25,Rent
2025-04-23,STEAM store #650,-177.36,Entertainment
2025-11-11,HOSPITAL,-184.97,Health
2025-11-04,POS PURCHASE CHIPOTLE,-171.7,Dining
2025-06-13,WALMART store #960,-62.74,Groceries
2025-06-13,DELTA store #575,-48.26,Transport
2025-03-20,TRADER JOE'S,-23.12,Groceries
2025-05-12,UNIQLO store #280,-59.82,Shopping
2025-06-04,PLAYSTATION,-138.94,Entertainment
2025-04-20,NINTENDO,-34.42,Entertainment
2026-01-28,DIRECT DEPOSIT,3506.65,Income
2025-11-23,DOCTOR store #612,-110.15,Health
2025-07-10,POS PURCHASE DISNEY+ store #878,-24.66,Entertainment
2025-06-04,MORTGAGE,-1650.49,Rent
2025-04-23,DENTIST,-30.16,Health
2025-06-26,WATER DEPT,-8.89,Utilities
2025-03-30,WEGMANS,-153.73,Groceries
2025-10-17,MTA,-178.89,Transport
2025-09-12,CVS,-128.51,Health
2025-08-16,PAYROLL,2547.98,Income
2025-09-29,UBER EATS,-64.51,Dining
2025-12-25,WALMART store #286,-76.57,Groceries
2025-08-28,APARTMENT RENT,-1867.8,Rent
2025-08-22,DISNEY+,-70.16,Entertainment
2025-03-22,STEAM,-144.53,Entertainment
2025-11-21,UNIQLO,-188.62,Shopping
2025-03-25,SOUTHWEST,-113.4,Transport
2025-03-12,UBER,-187.83,Transport
2025-06-05,STARBUCKS,-135.45,Dining
2025-12-20,DIRECT DEPOSIT,4312.08,Income
2025-09-14,HULU,-59.75,Entertainment
2025-12-08,APARTMENT RENT,-1458.33,Rent
2025-09-02,DIRECT DEPOSIT,2338.59,Income
2025-08-09,REFUND,2056.07,Income
2026-01-15,CHEVRON,-68.38,Transport
2026-01-25,PAYROLL,4662.84,Income
2025-05-21,VERIZON,-29.16,Utilities
2025-09-04,AT&T store #550,-30.22,Utilities
2025-08-09,APARTMENT RENT,-1190.55,Rent
2025-12-25,HULU store #264,-93.06,Entertainment
2025-12-22,HOSPITAL,-166.87,Health
2026-01-03,UNIQLO store #592,-116.2,Shopping
2025-08-12,SPOTIFY store #448,-188.67,Entertainment
2025-10-17,SAFEWAY,-98.92,Groceries
2025-05-30,VERIZON store #898,-195.56,Utilities
2025-10-24,STEAM,-41.63,Entertainment
2025-08-25,PLAYSTATION,-192.72,Entertainment
2025-03-11,APARTMENT RENT store #215,-1918.59,Rent
2025-08-10,POS PURCHASE DUKE ENERGY,-17.84,Utilities
2025-06-26,DOCTOR,-109.33,Health
2025-10-13,APARTMENT RENT store #144,-1011.56,Rent
2025-10-01,AT&T store #845,-172.15,Utilities
2026-01-15,QUEST DIAGNOSTICS,-67.29,Health
2025-09-22,COMCAST,-24.32,Utilities
2025-12-05,UNIQLO store #767,-27.5,Shopping
2025-07-25,LEASING OFFICE,-1303.02,Rent
2025-11-23,CVS store #424,-166.85,Health
2025-05-09,AT&T,-29.38,Utilities
2025-09-18,UNIQLO store #907,-77.94,Shopping
2025-03-07,STARBUCKS,-133.11,Dining
2025-05-08,SOUTHWEST store #903,-165.19,Transport
2025-02-27,SALARY,3792.19,Income
2025-05-11,DIRECT DEPOSIT,2102.27,Income
2025-04-06,CHIPOTLE,-103.86,Dining
2025-11-03,DUKE ENERGY,-186.48,Utilities
2026-02-04,POS PURCHASE BEST BUY,-14.36,Shopping
2025-09-06,POS PURCHASE CVS,-186.37,Health
2025-08-29,APARTMENT RENT,-1406.55,Rent
2025-12-23,AMTRAK,-196.43,Transport
2025-02-09,SUBWAY,-128.83,Dining
2026-01-26,DELTA store #884,-24.67,Transport
2025-06-11,CVS store #404,-90.66,Health
2025-06-06,STARBUCKS store #922,-45.88,Dining
2025-11-23,DELTA store #163,-139.11,Transport
2025-12-28,TACO BELL,-170.22,Dining
2025-06-08,POS PURCHASE DOCTOR,-184.16,Health
2026-01-15,CVS,-33.43,Health
2025-08-03,KROGER,-130.81,Groceries
2025-08-29,VERIZON,-132.74,Utilities
2025-07-16,COMCAST,-191.03,Utilities
2025-10-17,SOUTHWEST,-155.19,Transport
2025-07-04,LEASING OFFICE,-1805.95,Rent
2025-04-08,NETFLIX,-170.39,Entertainment
2025-11-19,CVS,-199.98,Health
2026-02-08,WHOLE FOODS,-45.69,Groceries
2025-11-24,AT&T,-68.89,Utilities
2026-02-02,MORTGAGE,-1754.06,Rent
2026-01-24,POS PURCHASE VERIZON,-162.34,Utilities
2025-10-08,BEST BUY,-55.59,Shopping
2025-11-15,TRADER JOE'S,-130.74,Groceries
2025-08-06,MTA,-113.91,Transport
2025-09-02,POS PURCHASE SOUTHWEST store #765,-176.51,Transport
2026-01-03,ALDI,-105.25,Groceries
2025-03-10,APARTMENT RENT store #152,-1873.49,Rent
2025-11-26,BEST BUY,-153.9,Shopping
2025-11-16,EXXON store #843,-6.43,Transport
2025-11-26,POS PURCHASE WALGREENS,-78.07,Health
2025-07-07,POS PURCHASE HULU,-79.81,Entertainment
2026-01-12,DUKE ENERGY store #805,-59.14,Utilities
2025-10-18,REFUND store #528,2081.66,Income
2025-06-06,TACO BELL,-141.58,Dining
2025-05-12,STARBUCKS store #885,-141.97,Dining
2025-04-20,VERIZON,-150.89,Utilities
2025-10-15,H&M store #642,-172.24,Shopping
2025-06-03,WALMART,-70.11,Groceries
2025-08-17,NINTENDO store #705,-61.65,Entertainment
2025-10-06,AMAZON store #317,-92.28,Shopping
2025-09-19,ALDI,-158.45,Groceries
2025-10-04,CVS,-175.23,Health
2025-09-21,POS PURCHASE CVS,-82.52,Health
2025-08-20,TACO BELL,-116.14,Dining
2025-03-17,NINTENDO,-150.78,Entertainment
2025-08-22,EXXON,-43.78,Transport
2025-07-18,SALARY store #753,2350.35,Income
2026-01-21,PLAYSTATION,-28.44,Entertainment
2025-06-08,LEASING OFFICE,-1619.0,Rent
2025-06-17,BEST BUY,-97.28,Shopping
2025-10-18,REFUND,3329.5,Income
2025-11-25,WALGREENS store #280,-15.79,Health
2025-05-08,UBER,-188.2,Transport
2025-08-11,APARTMENT RENT store #843,-1472.36,Rent
2025-12-13,DELTA,-38.04,Transport
2025-12-30,POS PURCHASE DUNKIN store #467,-140.29,Dining
2025-06-13,LEASING OFFICE,-1850.93,Rent
2025-08-08,TARGET store #514,-74.04,Shopping
2025-09-22,DUKE ENERGY store #493,-22.74,Utilities
2026-01-08,MCDONALDS,-138.96,Dining
2026-02-05,DELTA,-56.09,Transport
2026-02-02,UNIQLO,-88.37,Shopping
2025-06-11,COMCAST,-176.63,Utilities
2025-03-01,EXXON,-190.53,Transport
2025-04-10,DELTA,-33.77,Transport
2025-08-18,NETFLIX store #200,-62.59,Entertainment
2025-05-22,WALMART,-13.29,Groceries
2025-08-21,DELTA,-69.73,Transport
2025-10-25,MTA store #633,-197.51,Transport
